english|hindi_concept|type|japanese|hirangana|pronunciation|example_eng|example_jap
orderly_1|Anvayika,araxalI,arxalI,kramabaXa,kramabaxXa,kZarInAnexAra,SrqMKaliwa,suvyavasWiwa,suvyavasWiwa+rUpa+se|adjective|規則正しい|きそくただしい|kisokutadashii_1|orderly life|規則正しい生活
ordinal_1||adjective|順序|じゅんじょ|junjo_1|ordinal data|順序データ
ordinance_1|aXyAxeSa,oYrdineMsa|noun|条例|じょうれい|jourei_1|insurance ordinance|保険条例
ordinary_1|mAmUlI,sAXAraNa|adjective|普通|ふつう|futsuu_1|ordinary college student|普通の大学生
ordinary_2|mAmUlI,sAXAraNa|adjective|並みの|なみの|nami no_1|an ordinary person|並みの人物
ordinate_1||noun|縦座標|たてざひょう|tatezahyou_1|axial ordinate|軸の縦座標
ordnance_1|wopaKZAnA|noun|兵器|へいき|heiki_1|underwater ordnance|水中兵器
ore_1|ayaska,kaccI+XAwu|noun|鉱石|こうせき|kouseki_1|clayey ore|粘土鉱石
oregano_1||noun|オレガノ|おれがの|oregano_1|dry oregano|乾燥オレガノ
organ_1|aMga,aXikaraNa,inxriya,inxriya,karaNa,muKapawra|noun|臓器|ぞうき|zouki_1|organ from a living donor|臓器提供者からの臓器
organdy_1||noun|オーガンジー|おーがんじー|o-ganji-_1|dress with organdy stripe|オーガンジーのストライプ入りドレス
organic_1|inxriya+saMbaMXI,inxriya+saMbaMXI,kArbanika,sAMga|adjective|有機|ゆうき|yuuki_1|organic farm|有機農場
organization_1|saMgaTana|noun|組織|そしき|soshiki_1|organization for management|管理組織
orgasm_1||noun|オルガズム|おるがずむ|orugazumu_1|attain orgasm|オルガズムに達する
orgiastic_1||adjective|飲めや歌えの|のめやうたえの|nomeyautaeno_1|orgiastic party|飲めや歌えのパーティー
orgy_1|Amoxapramoxa|noun|乱交パーティー|らんこうぱーてぃー|rankoupa-ti-_1|have an orgy|乱交パーティーを開く
orient_1||noun|東洋|とうよう|touyou_1|Orient and the West|東洋と西洋
oriental_1|prAcya|adjective|東洋|とうよう|touyou_1|oriental medicine|東洋医学
orifice_1|muzha,raMXra,sUrAKZa|noun|開口部|かいこうぶ|kaikoubu_1|body orifice|身体開口部
origin_1|Agama,bIja,janma,mUla,nikAsa,praBava,uwpala,uwpawwi,uxBava,uxgama,vyuwpawwi|noun|起源|きげん|kigen_1|origin of modern humans|現生人類の起源
original_1|asala,KAsa,kZuxarawI,mOlika,mUla,mUlaBUwa,prAraMBika|adjective|元の|もとの|motono_1|regain its original dimensions|元の大きさに戻る
original_2|asala,KAsa,kZuxarawI,mOlika,mUla,mUlaBUwa,prAraMBika|noun|本物|ほんもの|honmono_1|compare the copy with the original|コピーを本物と見比べる
originate_1|AraMBa+honA+yA+kara|verb|由来する|ゆらい|yurai_1|originated in the Middle East|中東に由来する
oriole_1||noun|コウライウグイス|こうらいうぐいす|kouraiuguisu_1|golden oriole|ニシコウライウグイス
ornament_1|ABaraNa,ABURaNa,alaMkAra,avawaMsa,BURaNa,cIjZa,gahanA,jZevara|noun|装飾品|そうしょくひん|soushokuhin_1|garden ornament|庭の装飾品
ornamentation_1|alaMkaraNa,maMdana,saja,sajAvata|noun|装飾|そうしょく|soushoku_1|avoid excessive ornamentation|過大な装飾を避ける
ornate_1||adjective|華美|かび|kabi_1|ornate decoration|華美な装飾
ornery_1||adjective|怒りっぽい|おこりっぽい|okorippoi_1|ornery teacher|怒りっぽい教師
orphan_1|anAWa,mAwqpiwqhIna|noun|孤児|こじ|koji_1|take charge of an orphan|孤児を引き取る
orphanage_1|anAWAlaya,yawImaKZAnA,yawImI|noun|児童養護施設|じどうようごしせつ|jidouyougoshisetsu_1|build an orphanage|児童養護施設を建てる
orthodontist_1||noun|歯科矯正医|しかきょうせいい|shikakyouseii_1|veteran orthodontist|ベテランの歯科矯正医
orthodox_1|sanAwana|adjective|正統|せいとう|seitou_1|orthodox idea|正統思想
orthodoxy_1|paraMparAniRTawA,paraMparAvAxa,paraMparAvAxiwA|noun|正統主義|せいとうしゅぎ|seitoushugi_1|religious orthodoxy|宗教的正統主義
orthogonal_1||adjective|直交|ちょっこう|chokkou_1|orthogonal curve|直交曲線
orthonormal_1||adjective|正規直交|せいきちょっこう|seikichokkou_1|orthonormal system|正規直交系
orthopedic_1||adjective|整形外科用|せいけいげかよう|seikeigekayou_1|orthopedic equipment|整形外科用器具
oscillatory_1||adjective|振動性|しんどうせい|shindousei_1|oscillatory circuit|振動性回路
oscilloscope_1||noun|オシロスコープ|おしろすこーぷ|oshirosuko-pu_1|demonstrated on the oscilloscope|オシロスコープの上に現れる
osier_1||noun|ヤナギ|やなぎ|yanagi_1|tall osier|背の高いヤナギ
osmium_1||noun|オスミウム|おすみうむ|osumiumu_1|metallic osmium|金属オスミウム
osmosis_1||noun|浸透|しんとう|shintou_1|chemical osmosis|化学浸透
osmotic_1||adjective|浸透圧性|しんとうあつせい|shintouatsu_1|osmotic substance|浸透圧性物質
osseous_1||adjective|骨の|ほねの|honeno_1|osseous deformity|骨の変形
ostensible_1|prakata,xiKAvatI|adjective|表面上|ひょうめんじょう|hyoumenjou_1|ostensible reason|表面上の理由
ostentatious_1|AdambarI,BadZakIlA,xiKAvatI|adjective|派手|はで|hade_1|have an ostentatious attitude|派手な態度をとる
osteology_1||noun|骨学|こつがく|kotsugaku_1|comparative osteology|比較骨学
osteopathy_1||noun|整骨療法|せいこつりょうほう|seikotsuryouhou_1|treatment called Osteopathy|整骨療法と呼ばれる治療
ostrich_1|Suwuramurga,SuwuramurgZa|noun|ダチョウ|だちょう|dachou_1|heaviest bird next to the ostrich|ダチョウの次に重い鳥
other_1|gZEra|adjective|他の|ほかの|hokano_1|other students|他の生徒達
otherwise_1|anyawa:,anyaWA,ayaWA,kiMvA,varanA|conjunction|さもないと|さもないと|samonaito_1|He should stop gambling otherwise he'll go bankrupt.|彼はギャンブルを止めるべきだ。さもないと破産するだろう。
otherwise_2|anyawa:,anyaWA,ayaWA,kiMvA,varanA|noun|他の事|ほかのこと|hokanokoto_1|But Yumi thinks otherwise.|しかしユミは他の事を考えています。
otherworld_1||noun|来世|らいせ|raise_1|think of otherworld|来世を思う
otherworldly_1||adjective|別世界の|べつせかいの|betsusekaino_1|otherworldly place|別世界の場所
otter_1|UxabilAva|noun|カワウソ|かわうそ|kawauso_1|giant otter|オオカワウソ
ouch_1||interjection|痛い|いたい|itai_1|Ouch! My little finger hurts.|痛い！小指が痛むよ。
ought_1||expression|すべき|すべき|subeki_1|ought to stop smoking|喫煙すべき
ounce_1|eka+wola|noun|オンス|おんす|onsu_1|32-ounce bottle|32オンス瓶
our_1||adjective|我々の|われわれの|warewareno_1|Come and visit our house.|我々の家に遊びに来てくださいよ。
ourselves_1||pronoun|自分たち自身|じぶんたちじしん|jibuntachijishin_1|talk about ourselves|自分たち自身のことについて話す
oust_1|aXikAra+se+haTA|verb|失脚させる|しっきゃくさせる|shikkyakusaseru_1|oust the dictator|独裁者を失脚させる
out_1|Auta,bAhara,bAhya|adjective|外|そと|soto_1|the out doorway|外の出入り口
outbreak_1||noun|発生|はっせい|hassei_1|disease outbreak|病気の発生
outcome_1|Pala,pariNAma,vArA-nyArA|noun|結果|けっか|kekka_1|outcome of the violent demonstration|暴力的なデモの結果
outdoor_1|KulI+havA+meM|adjective|屋外|おくがい|okugai_1|Outdoor air pollution accounts for another 470 thousand deaths.|屋外の大気汚染によって、既に470万人が死亡しています。
outermost_1|sabase+jyAxA+kenxrAvasArI|adjective|最外|さいがい|saigai_1|outermost part|最外部
operatic_1||adjective|オペラの|おぺらの|operano_1|operatic setting|オペラの設定
operation_1|ApareSana,cAlana,cIra+PAdZa,pracAlana,pravarwwana,saMkriyA|noun|運営|うんえい|un'ei_1|the operation of a factory|工場の運営
operation_2|ApareSana,cAlana,cIra+PAdZa,pracAlana,pravarwwana,saMkriyA|noun|手術|しゅじゅつ|shujutsu_1|heart operation|心臓手術
opinion_1|KZyAla,maMwavya,mawa,mawi,rAya,salAha,sammawi|noun|意見|いけん|iken_1|consumer opinion|消費者意見
opium_1|ahiPena,aPZIma|noun|アヘン|あへん|ahen_1|smoke opium|アヘンを吸う
opponent_1|prawikUlakArI,prawipakRI,vireXI,viroXI|noun|対戦相手|たいせんあいて|taisenaite_1|opponent in the final match|決勝戦の対戦相手
opportune_1|sAmayika,samAyociwa,suviXA+kA|adjective|ちょうど良い|ちょうどよい|choudoyoi_1|opportune moment|ちょうど良い時
opportunity_1|avasara,dOla,dOladAla,mOkA,suavasara,vakZwa,xAva,yoga|noun|機会|きかい|kikai_1|opportunity for education|教育を受ける機会
opposable_1||adjective|抵抗できる|ていこうできる|teikoudekiru_1|opposable function|抵抗できる機能
oppose_1|viroXa+kara|verb|反対する|はんたい|hantai_1|oppose acceptance of foreign workers|外国人労働者の受け入れに反対する
opposite_1|bilaaksa,prawikUla,sammuKa,ulPawa,ultA,viloma,viparIwa,viparIwa,viparIwa,viprawIpa,vireXI,viruxXa|noun|反対|はんたい|hantai_1|completely opposite from what one has expected|想像していたものと全く反対である
opposition_1|bAyAzpana,prawikUlawA,prawipakRa,prawipakRawA,rokatoka,sAmanA,vAha,vipakRa,vipakRaBAva,vipakRavqwwi,vireXa,viroXa|noun|反対|はんたい|hantai_1|despite opposition from the newspapers he went ahead|新聞の反対にもかかわらず、彼は実行した。
oppress_1|xamana+kara|verb|虐げる|しいたげる|shiitageru_1|oppress the common people|民衆を虐げる
oppression_1|balAwkAra,jabara,julma,jZabaraxaswI,jZora-jZulma,paripIdZana,pIdZana,prapIdZana,siwama,uwpIdZana|noun|抑圧|よくあつ|yokuatsu_1|political oppression|政治的抑圧
oppressive_1|jZulmI|adjective|圧政的|あっせいてき|asseiteki_1|oppressive government|圧政的な政府
oppressor_1|AwawAyI,paripIdZanapIdZaka,pIdZaka,uwpIdZaka|noun|抑圧者|よくあつしゃ|yokuatsusha_1|expose someone's oppressor|人の抑圧者を告発する
opt_1||verb|選ぶ|えらぶ|erabu_1|opt for early retirement|早期退職を選ぶ
optic_1||adjective|光学|こうがく|kougaku_1|optic material|光学物質
optimal_1||adjective|最適|さいてき|saiteki_1|optimal amount of sleep|最適な睡眠時間
optimism_1|ASAvAxa,ASAvqwwi,ASAwIwavAxiwA|noun|楽観主義|らっかんしゅぎ|rakkanshugi_1|spread optimism|楽観主義を広める
optimist_1|ASAvAxavAxI|noun|楽天家|らくてんか|rakutenka_1|optimist by nature|生まれながらの楽天家
optimistic_1||adjective|楽観的|らっかんてき|rakkanteki_1|optimistic prediction|楽観的な予測
optimum_1|anukUlawama,iRtawama,sarvowwama,yukwawama|adjective|最適|さいてき|saiteki_1|the optimum temperature|最適温度
option_1|cunane+kA+aXikAra,iKwiyAra,pasanxa,vikalpa|noun|選択肢|せんたくし|sentakushi_1|only remaining option|唯一残った選択肢
optometrist_1||noun|検眼士|けんがんし|kenganshi_1|get one's eye checked by an optometrist|検眼士に目を検査してもらう
optometry_1||noun|検眼|けんがん|kengan_1|equipment for optometry|検眼のための装置
opulent_1|mAlAmAla,XanI,Xanika|adjective|豪華|ごうか|gouka_1|opulent guest room|豪華な客室
opus_1||noun|作品|さくひん|sakuhin_1|Brahms opus 77|ブラームスの作品第 77 番.
or_1||conjunction|または|または|matawa_1|one or more times|一回または数回
oracle_1|AkASavANI,BaviRyavANI,xEvavANI,xevavANI|noun|オラクル|おらくる|orakuru_1|quantum oracle|量子オラクル
oral_1|jZabAnI,mOKika,muzha-jZabAnI,vAcanika,vAcika|adjective|口頭|こうとう|koutou_1|oral comprehension|口頭理解
orange_1|nAraMgI,saMwarA,saMwarA|noun|オレンジ|おれんじ|orenji_1|put the orange in the blender|オレンジをミキサーにかける
orange_2|nAraMgI,saMwarA,saMwarA|noun|ミカン|みかん|mikan_1|orange orchards|ミカン園
orange_3|nAraMgI,saMwarA,saMwarA|noun|オレンジ色|おれんじいろ|orenjiiro_1|pale orange|薄いオレンジ色
orangutan_1||noun|オランウータン|おらんうーたん|oranu-tan_1|female orangutan|雌のオランウータン
oratory_1|vakwqwA|noun|演説|えんぜつ|enzetsu_1|street oratory|街頭演説
orb_1||noun|オーブ|おーぶ|o-bu_1|magical orb|魔法のオーブ
orbit_1|maMdala,parimaMdala|noun|軌道|きどう|kidou_1|planetary orbit|惑星軌道
own_1|apa,svAmI+ho|verb|所有する|しょゆう|shopyuu_1|own a great deal of property|多くの財産を所有する
own_2|apa,svAmI+ho|adjective|自分の|じぶんの|jibunno_1|own father|自分の父
owner_1|mAlika,svAmI|noun|所有者|しょゆうしゃ|shoyuusha_1|a house owner|家の所有者
ox_1|balIvarxa,bEla|noun|牛|うし|ushi_1|wild ox|野生の牛
oxalate_1||noun|シュウ酸|しゅうさん|syuudan_1|calcium oxalate|シュウ酸カルシウム
oxcart_1||noun|牛車|ぎゅうしゃ|gyuusha_1|remove an oxcart that was stuck in the mud|泥にはまりこんだ牛車を移動させる
oxidant_1||noun|酸化剤|さんかざい|sankazai_1|treated with a strong oxidant|強酸化剤で処理される
oxide_1|oYksAida|noun|酸化物|さんかぶつ|sankabutsu_1|compound oxide|複合酸化物
oxygen_1|AksIjana|noun|酸素|すいそ|suiso_1|hydrogen-oxygen chemical reaction|水素と酸素の化学反応
oxygenate_1||verb|酸素を加える|さんそをくわえる|sansowokuwaeru_1|oxygenate blood|血液に酸素を加える
oyster_1|GoMGA,sIpa,Sukwi|noun|牡蠣|かき|kaki_1|fried oyster|炒めた牡蠣
ozone_1|ojZona|noun|オゾン|おぞん|ozon_1|surface ozone|地上オゾン
offload_1||verb|荷を下ろす|にをおろす|ni o orosu_1|offload the van|トラックの荷を下ろす
offset_1||verb|埋め合わせる|うめあわせる|umeawaseru_1|offset a huge loss|巨大な損失を埋め合わせる
offshoot_1|aMkura,SAKA,SAKa|noun|分派|ぶんぱ|bunpa_1|offshoot of Christianity|キリスト教の分派
offshore_1||adjective|オフショア|おふしょあ|ofushoa_1|offshore banking business|オフショア銀行取引
offshore_2||adjective|沖合|おきあい|okiai_1|offshore fishery|沖合漁業
offspring_1|aMde-bacce,apawya,OlAxa,patTA,saMwawi,vawsa|noun|子孫|しそん|shison_1|future offspring|未来の子孫
offstage_1||adjective|ぶたいうらの|ぶたいうらの|butaiurano_1|offstage conversation|舞台裏の会話
often_1|aksara,prAya,prAyaH|adverb|よく|よく|yoku_1|often appear on TV|よくテレビに出る
ogre_1|xEwya|noun|鬼|おに|oni_1|look like an ogre|鬼のように見える
oh_1|oha,yA|expression|ああ|ああ|aa_1|Oh, really?|ああ、本当に？
oh-no_1||exclamation|大変|たいへん|taihen_1|Oh no, I think I forgot the documents at home.|大変、書類を家に忘れてきたかも。
ohm_1||noun|オーム|おーむ|o-mu_1|law of Ohm|オームの法則
oil_1|sneha,wela,wEla,wela+lagA|noun|油|あぶら|abura_1|sesame oil|ごま油
oil_2|sneha,wela,wEla,wela+lagA|noun|石油|せきゆ|sekiyu_1|oil and gas|石油とガス
oily_1|rogZanI,snigXa,weliyA|adjective|油性|ゆせい|yusei_1|oily fluid|油性液体
oily_2|rogZanI,snigXa,weliyA|adjective|油っぽい|あぶらっぽい|aburappoi_1|have oily facial skin|顔の肌が油っぽい
ointment_1|Alepa,lepa,malAI,marahama,pralepa,vilepa|noun|軟膏|なんこう|nankou_1|burn ointment|火傷軟膏
ok_1||adjective|大丈夫な|だいじょうぶな|daijoubu na_1|Is your leg OK?|足は大丈夫ですか？
ok_2||exclamation|分かった|わかった|wakatta_1|OK, I will finish the assignment by tomorrow.|分かりました。課題は明日までに完成させます。
ok_3||interjection|さ|さ|sa_1|OK, keep on talking.|さ、話を続けて。
ok_4||exclamation|構わない|かまわない|kamawanai_1|If you don't mind, it is OK by me.|君さえよかったら、僕は構わない。
old_1|budDA,bUDZA,bUdZA,bUDZA,bujurga,bujZurga,cirakAlika,jaIPZa,kZaxIma,muxxawI,paliwa,prAcIna,purAnA,purAwana,vayovqxXa,vqxXa|adjective|古い|ふるい|furui_1|old building|古い建物
old-maid_1||noun|ばば抜き|ばばぬき|babanuki_1|We played old maid|私達はばば抜きをしました。
old-man_1||noun|老人|ろうじん|roujin_1|help an old man cross the street|老人が道を渡るのを手伝う
old-fashioned_1||adjective|古臭い|ふるくさい|furukusai_1|old-fashioned prejudice|古臭い偏見
old-fashioned_2||adjective|昔ながらの|むかしながらの|mukashinagarano_1|old-fashioned drink|昔ながらの
olden_1||adjective|昔の|むかしの|mukashino_1|back in the olden days|昔の日々に戻って
older_1|prAcInawara,prAcInawara|prefix|高齢～|こうれい～|kourei~_1|an older patient|高齢患者
older-brother_1||noun|兄|あに|ani_1|jealous of her older brother (formal)|兄がうらやましい
older-brother_2||noun|お兄さん|おにいさん|oniisan_1|jealous of her older brother (informal)|お兄さんがうらやましい
older-sister_1||noun|お姉さん|おねえさん|oneesan_1|My older sister works in the hospital.|僕のお姉さんは病院で働いてるよ。
older-sister_2||noun|姉|あね|ane_1|share an apartment with her older sister|姉とアパートを共用する
olfactory_1||adjective|嗅覚|きゅうかく|kyuukaku_1|olfactory disturbance|嗅覚障害
oligopoly_1||noun|寡占|かせん|kasen_1|perfect oligopoly|完全寡占
olive_1|jZEwUna|noun|オリーブ|おりーぶ|ori-bu_1|black olive|黒オリーブ
olivine_1||noun|カンラン石|かんらんせき|kanranseki_1|magnesian olivines|マグネシウムカンラン石
ombudsman_1||noun|オンブズマン|おんぶずまん|onbuzuman_1|bank ombudsman|銀行オンブズマン
omega_1||noun|オメガ|おめが|omega_1|omega equation|オメガ方程式
omelet_1||noun|オムレツ|おむれつ|omuretsu_1|cheese omelet|チーズオムレツ
omen_1|saguna,Sakuna,Sakuna|noun|前兆|ぜんちょう|zenchou_1|good omen|良い前兆
ominous_1|amAMgalika,manahUsa,neswIM|adjective|不吉|ふきつ|fukitsu_1|dream an ominous dream|不吉な夢を見る
omission_1|akaraNa,BUla,cUka,kZusUra|noun|不作為|ふさくい|fusakui_1|commission or omission|作為または不作為
omit_1|Coda+jA|verb|省略する|しょうりゃく|shouryaku_1|A subject that is apparent is usually omitted in Japanese.|日本語では、何を示すかわかりきった主語は普通省略される。
omnibus_1||adjective|オムニバス|おむにばす|omunibasu_1|omnibus book|オムニバス本
concordant_1|susaMgawa|adjective|一致|いっち|icchi_1|The results were concordant with our hypothesis|結果は我々の仮設と一致していた。
concourse_1|samavAya,TATa|noun|中央ホール|ちゅうおうほーる|chuuouho-ru_1|deplane into the concourse of airport|飛行機を降りて中央ホールに出る
concrete_1|mAzsala,mUrwa,sAkAra,SarIrI,SArIrika|noun|コンクリート|こんくりーと|konkuri-to_1|colored concrete|着色コンクリート
concrete_2|mAzsala,mUrwa,sAkAra,SarIrI,SArIrika|adjective|具体的|ぐたいてき|gutaiteki_1|Could you please explain the reasons in more concrete terms?|もっと具体的な言い方で、理由を説明して頂けませんか？
concretion_1||noun|結石|けっせき|kesseki_1|concretion in the bowel|腸内結石
concubine_1|pawuriyA,raKEla|noun|側室|そくしつ|sokujitsu_1|concubine system|側室制度
concur_1||verb|賛成する|さんせい|sansei_1|concur with someone's proposal|人の提案に賛成する
concur_2||verb|一致する|いっち|icchi_1|concur with someone on many points|多くの点で意見が一致する
concurrent_1|samavarwI|adjective|同時|どうじ|douji_1|concurrent communication|同時通信
concurring_1||adjective|同意|どうい|doui_1|concurring opinion|同意意見
concussion_1||noun|脳震とう|のうしんとう|noushinou_1|cause a concussion|脳震とうを引き起こす
condemn_1|sarApa,XikkAra,XikkAra,xoRa+lagA|verb|非難する|ひなん|hinan_1|condemn colonialism|植民地主義を非難する
condemnatory_1||adjective|断罪的|だんざいてき|danzaiteki_1|condemnatory decree|断罪的な命令
condensate_1||noun|凝縮物|ぎょうしゅくぶつ|gyoushukubutsu_1|smoke condensate|煙凝縮物
condense_1|CotA+kara,saGana+ho|verb|凝縮する|ぎょうしゅくする|gyōshuku suru_1|condense emotions into a word|感情を一言に凝縮する
condescend_1||verb|見下す|みくだす|mikudasu_1|Bosses who condescend their employees are always unpopular.|部下を見下す上司は、決まって人気がないものだ。
condescension_1||noun|謙遜|けんそん|kenson_1|a tincture of condescension|体裁だけの謙遜
condiment_1||noun|調味料|ちょうみりょう|choumiryou_1|Failure is the condiment that gives success its flavor|失敗は成功の味を引き立てる調味料である。
condition_1|avasWA,gawa,gawi,hAla,hAlawa,nObawa,paKZa,prawibaMXa,raMgawa,Sarwa,Sarwa,sUrawa,sWiwi,xaSA|noun|条件|じょうけん|jouken_1|fundamental condition|基本的条件
conditional_1|sApekRa,Sarwa+ke+sAWa,SarwI,saSarwa,sopAXi|adjective|条件つき|じょうけんつき|joukentsuki_1|conditional admission|条件つき入学許可
condolence_1|samavexanA,Soka|noun|弔意|ちょうい|choui_1|messages of condolence|弔意の言葉
condone_1||verb|大目に見る|おおめにみる|oomenimiru_1|condone underage drinking|未成年者の飲酒を大目に見る
conduce_1||verb|もたらす|もたらす|motarasu_1|Regular exercise conduces to good health.|定期的な運動は健康をもたらす。
conducive_1||adjective|良い結果を導く|よいけっかをみちびく|yoikekkawomichibiku_1|create a conducive environment|良い結果を導く環境をつくり出す
conduct_1|AcAra,AcaraNa,cAlacalana,calana,caryA,Daba,raMgaDaMga,raviSa|verb|案内する|あんない|annai_1|An English-speaking guide conducted us into the temple.|英語を話せるガイドが私達をその寺院の中に案内してくれました。
conductance_1||noun|伝導度|でんどうど|dendoudo_1|electric conductance|電気伝導度
conductor_1|kaMdaktara,nirxeSaka,wApa+aWavA+vixyuwa+cAlaka|noun|導体|どうたい|doutai_1|heat conductor|熱導体
conduit_1|morI|noun|管|かん|kan_1|draining conduit|排水管
cone_1|kona,SaMku|noun|円錐|えんすい|ensui_1|figure obtained by slicing a cone|円錐を切って得られる図形
confectionery_1|miRtAnna,miTAI|noun|菓子|かし|kashi_1|Japanese confectionery|和菓子
confederacy_1||noun|同盟|どうめい|doumei_1|form a confederacy|同盟を結ぶ
confederate_1|saMXi+meM+milAnA|noun|南部連合|なんぶれんごう|nanburengou_1|Confederate battery|南部連合の砲兵部隊
confer_1|parAmarSa+kara,xe|verb|授与する|じゅよ|juyo_1|confer a degree|学位を授与する
conferee_1||noun|会議出席者|かいぎしゅっせきしゃ|kaigishussekisha_1|greet to conferee|会議出席者に挨拶する
conference_1|kAMPreMsa,kAnaPZresa,sammalena,sammelana|noun|会議|かいぎ|kaigi_1|managers conference|部長会議
confess_1|kZabUla,mAna|verb|告白する|こくはく|kokuhaku_1|confess an immoral relationship|不道徳な関係を告白する
confession_1|aparAXa+svIkqwi,AwmasvIkqwi,ikZabAla,kZabUla,svIkArokwi,wasalIma|noun|自白|じはく|jihaku_1|coerced confession|強要された自白
corrosive_1|kRayakara|adjective|腐食|ふしょく|fushoku_1|corrosive action|腐食作用
corrugate_1||adjective|波形|はけい|hakei_1|corrugated glass|波形ガラス
corrugate_2||adjective|ダンボール|だんぼーる|danbo-ru_1|corrugated container|段ボール箱
corrupt_1|bigadZI+huI+BARA,BraRta,niyamoM+kA+anusaraNa+na+karanevAlA|adjective|腐敗した|ふはいした|fufaishita_1|corrupt government|腐敗した政府
corrupt_2|bigadZI+huI+BARA,BraRta,niyamoM+kA+anusaraNa+na+karanevAlA|adjective|堕落した|だらくした|darakushita_1|epitome of a corrupt society|堕落した社会の典型
corrupt_3|bigadZI+huI+BARA,BraRta,niyamoM+kA+anusaraNa+na+karanevAlA|verb|堕落する|だらく|daraku_1|corrupt the human race|人類を堕落させる
corruptible_1||adjective|堕落しやすい|だらくしやすい|darakushiyasui_1|corruptible organization|堕落しやすい組織
corsage_1||noun|コサージュ|こさーじゅ|kosa-ju_1|I'm looking for a corsage, please.|コサージュを頂きたいのですが。
cortege_1||noun|葬列|そうれつ|souretsu_1|arrange the hearse cortege|葬列を準備する
cortex_1||noun|皮質|ひしつ|hishitsu_1|cortex of the rib|肋骨皮質
cortical_1||adjective|皮質|ひしつ|hishitsu_1|cortical bone|皮質骨
corundum_1||noun|コランダム|こらんだむ|korandamu_1|synthetic corundum|合成コランダム
coruscate_1||adjective|光り輝く|ひかりかがやく|hikarikagayaku_1|coruscate talent|光り輝く才能
coset_1||noun|剰余類|じょうよるい|jouyorui_1|right coset|右剰余類
cosine_1||noun|余弦|よげん|yogen_1|raised cosine|二条余弦
cosmetic_1|kAMwi+varXaka|adjective|美容|びよう|biyou_1|cosmetic surgery|美容整形
cosmic_1|bahuwa+badZA+evaM+mahawvapUrNa|adjective|宇宙|うちゅう|uchuu_1|cosmic darkness|宇宙の闇
cosmology_1|hrahmAMdavixyA,sqRtiSAswra,sqRtivijFAna|noun|宇宙論|うちゅうろん|uchuuron_1|evolutionary cosmology|進化宇宙論
cosmopolitan_1|samaswa+saMsAra+kA,sArvalOkika,sWAnIya+pakRApAwa+rahiwa|adjective|国際的|こくさいてき|kokusaiteki_1|cosmopolitan atmosphere|国際的雰囲気
cosmos_1|hrahmAMda|noun|宇宙|うちゅう|uchuu_1|evolution of the cosmos|宇宙の進化
cost_1|KZarca,KZarcA,kZImawa,lAgawa,mola,nukasAna+pahuzca,vyaya,xAma+padZa|verb|掛かる|かかる|kakaru_1|cost a lot of money|多くのお金が掛かってしまう
costume_1|bAnA,veSa|noun|衣装|いしょう|ishou_1|dance costume|ダンス衣装
cosy_1|ArAmaxAyaka|adjective|落ち着ける|おちつける|ochitsukeru_1|cosy up|落ち着ける部屋
cot_1|cArapAI,KAta|noun|ベッド|べっど|beddo_1|baby cot|幼児用ベッド
cotangent_1||noun|余接|よせつ|yosetsu_1|inverse cotangent|逆余接
cottage_1|kutI,kutIra|noun|コテージ|こてーじ|kote-ji_1|holiday cottage|休暇用コテージ
cotton_1|kapAsa,ruI,rUI,sUwI,wakasIma,wUla|noun|綿|めん|men_1|unprocessed cotton|未加工の綿
cottonwood_1||noun|ハコヤナギ|はこやなぎ|hakoyanagi_1|cottonwood tree|ハコヤナギの木
cottony_1||adjective|綿のような|めんのような|mennoyouna_1|cottony material|綿のような素材
couch_1|GoMGA,soPzA|noun|長椅子|ながいす|nagaisu_1|comfortable couch to sit on|座り心地のよい長椅子
cough_1|kAzKa,KAzsa,KAzsa,KAzsI|verb|咳き込む|せきこむ|sekikomu_1|cough intensely|激しく咳き込む
could_1||suffix|～することができた|～することができた|~suru koto ga dekita_1|I could see farther when I was young.|若かったころにもっと遠くまで見ることができた。
could_2||suffix|～して頂けませんでしょうか？|～していただけませんでしょうか？|~shite itadakemasen deshou ka?_1|Could you please take a look at the report later?|後で報告書にお目を通していただけませんでしょうか？
coulomb_1||noun|クーロン|くーろん|ku-ron_1|thermal coulomb|熱クーロン
council_1|kOMsila,pariRax,pariRaxa|noun|審議会|しんぎかい|shingikai_1|Meteorological Council|気象審議会
councilman_1||noun|市会議員|しかいぎいん|shikaigiin_1|foreign councilman|外国人市会議員
councilwoman_1||noun|女性議員|じょせいぎいん|joseigiin_1|popular councilwoman|人気の高い女性議員
counsel_1|bAwa,maMwraNA,maSavirA,parAmarSa,parAmarSaxAwA,salAha,siKAvana|noun|助言|じょげん|jigen_1|give counsel|助言を与える
counselor_1||noun|カウンセラー|かうんせらー|kaunsera-_1|college counselor|大学カウンセラー
campsite_1||noun|キャンプ場|きゃんぷじょう|kyanpujou_1|spacious campsite|広々としたキャンプ場
campus_1||noun|学園|がくえん|gakuen_1|campus demonstration|学園デモ
campus_2||noun|校庭|こうてい|koutei_1|campus green|校庭の芝生
campus_3||noun|構内|こうない|kounai_1|campus cafeteria|構内のカフェテリア
campus_4||noun|キャンパス|きゃんぱす|kyanpasu_1|campus atmosphere|キャンパスの雰囲気
can_1|kEna,kEna+meM+raKa,pIpA,saka,sakwA,tIna|noun|缶|かん|kan_1|can food|缶詰
